Date,Symbol,Type,Entry Price,Exit Price,Entry Time,Exit Time,Exit Reason,PnL,Trade Count
2024-01-05,CIPLA,SELL,1290.5,1282.8,2024-01-05 09:20:00,2024-01-05 10:15:00,Target Hit,7.7,5
2024-01-08,CIPLA,SELL,1282.35,1274.8,2024-01-08 09:30:00,2024-01-08 10:30:00,Target Hit,7.55,17
2024-01-09,CIPLA,SELL,1274.85,1278.3,2024-01-09 09:50:00,2024-01-09 10:30:00,Stop Loss,-3.45,22
2024-01-09,CIPLA,BUY,1286.65,1293.4,2024-01-09 11:05:00,2024-01-09 12:20:00,Target Hit,6.75,29
2024-01-10,CIPLA,BUY,1313.9,1306.95,2024-01-10 09:20:00,2024-01-10 09:25:00,Stop Loss,-6.95,9
2024-01-11,CIPLA,SELL,1325.6,1325.55,2024-01-11 14:15:00,2024-01-11 15:15:00,Time Exit,0.05,34
2024-01-12,CIPLA,SELL,1311.55,1304.15,2024-01-12 09:40:00,2024-01-12 11:30:00,Target Hit,7.4,23
2024-01-15,CIPLA,SELL,1309.0,1312.85,2024-01-15 09:35:00,2024-01-15 10:05:00,Stop Loss,-3.85,20
2024-01-15,CIPLA,BUY,1319.9,1315.75,2024-01-15 10:20:00,2024-01-15 13:25:00,Stop Loss,-4.15,29
2024-01-16,CIPLA,SELL,1305.95,1309.25,2024-01-16 09:20:00,2024-01-16 10:20:00,Stop Loss,-3.3,7
2024-01-17,CIPLA,SELL,1289.8,1295.6,2024-01-17 11:15:00,2024-01-17 15:00:00,Stop Loss,-5.8,21
2024-01-18,CIPLA,SELL,1280.45,1270.0,2024-01-18 09:30:00,2024-01-18 09:35:00,Target Hit,10.45,15
2024-01-18,CIPLA,BUY,1298.0,1306.3,2024-01-18 10:35:00,2024-01-18 11:55:00,Target Hit,8.3,31
2024-01-19,CIPLA,SELL,1322.1,1325.7,2024-01-19 09:40:00,2024-01-19 12:40:00,Stop Loss,-3.6,19
2024-01-20,CIPLA,SELL,1328.55,1331.9,2024-01-20 09:20:00,2024-01-20 09:40:00,Stop Loss,-3.35,4
2024-01-23,CIPLA,SELL,1369.0,1391.5,2024-01-23 09:25:00,2024-01-23 09:30:00,Stop Loss,-22.5,19
2024-01-23,CIPLA,BUY,1410.8,1422.95,2024-01-23 10:05:00,2024-01-23 11:00:00,Target Hit,12.15,26
2024-01-24,CIPLA,BUY,1417.8,1413.05,2024-01-24 09:20:00,2024-01-24 09:35:00,Stop Loss,-4.75,7
2024-01-25,CIPLA,SELL,1402.65,1395.55,2024-01-25 09:50:00,2024-01-25 10:35:00,Target Hit,7.1,14
2024-01-30,CIPLA,SELL,1336.1,1341.25,2024-01-30 09:25:00,2024-01-30 09:30:00,Stop Loss,-5.15,15
2024-01-31,CIPLA,BUY,1327.65,1336.2,2024-01-31 09:20:00,2024-01-31 10:10:00,Target Hit,8.55,8
2024-02-01,CIPLA,BUY,1373.7,1384.3,2024-02-01 09:20:00,2024-02-01 09:40:00,Target Hit,10.6,8
2024-02-02,CIPLA,BUY,1393.5,1400.8,2024-02-02 09:35:00,2024-02-02 11:00:00,Target Hit,7.3,14
2024-02-02,CIPLA,SELL,1386.1,1390.55,2024-02-02 14:00:00,2024-02-02 14:10:00,Stop Loss,-4.45,32
2024-02-05,CIPLA,BUY,1417.0,1426.75,2024-02-05 09:20:00,2024-02-05 09:45:00,Target Hit,9.75,5
2024-02-06,CIPLA,SELL,1434.6,1424.95,2024-02-06 09:20:00,2024-02-06 10:25:00,Target Hit,9.65,5
2024-02-07,CIPLA,BUY,1438.1,1432.5,2024-02-07 11:10:00,2024-02-07 11:30:00,Stop Loss,-5.6,33
2024-02-07,CIPLA,SELL,1423.15,1428.0,2024-02-07 11:50:00,2024-02-07 12:25:00,Stop Loss,-4.85,35
2024-02-08,CIPLA,BUY,1456.0,1445.0,2024-02-08 09:20:00,2024-02-08 09:25:00,Stop Loss,-11.0,7
2024-02-08,CIPLA,SELL,1440.0,1444.9,2024-02-08 09:45:00,2024-02-08 10:25:00,Stop Loss,-4.9,24
2024-02-09,CIPLA,SELL,1422.75,1430.6,2024-02-09 09:30:00,2024-02-09 09:35:00,Stop Loss,-7.85,11
2024-02-09,CIPLA,BUY,1436.7,1444.4,2024-02-09 12:00:00,2024-02-09 12:40:00,Target Hit,7.7,33
2024-02-12,CIPLA,BUY,1444.6,1440.65,2024-02-12 09:20:00,2024-02-12 10:05:00,Stop Loss,-3.95,6
2024-02-12,CIPLA,SELL,1432.5,1436.65,2024-02-12 10:20:00,2024-02-12 10:55:00,Stop Loss,-4.15,28
2024-02-13,CIPLA,BUY,1444.6,1451.95,2024-02-13 09:35:00,2024-02-13 12:45:00,Target Hit,7.35,24
2024-02-14,CIPLA,SELL,1433.75,1426.0,2024-02-14 09:30:00,2024-02-14 11:10:00,Target Hit,7.75,11
2024-02-15,CIPLA,SELL,1416.2,1420.15,2024-02-15 09:30:00,2024-02-15 09:45:00,Stop Loss,-3.95,12
2024-02-16,CIPLA,BUY,1437.05,1448.3,2024-02-16 09:25:00,2024-02-16 11:40:00,Target Hit,11.25,11
2024-02-19,CIPLA,BUY,1451.9,1459.75,2024-02-19 10:05:00,2024-02-19 11:10:00,Target Hit,7.85,22
2024-02-20,CIPLA,SELL,1466.6,1458.6,2024-02-20 09:20:00,2024-02-20 09:45:00,Target Hit,8.0,7
2024-02-21,CIPLA,BUY,1459.2,1454.85,2024-02-21 09:50:00,2024-02-21 10:25:00,Stop Loss,-4.35,20
2024-02-21,CIPLA,SELL,1441.15,1447.45,2024-02-21 14:35:00,2024-02-21 15:00:00,Stop Loss,-6.3,38
2024-02-22,CIPLA,SELL,1439.35,1431.3,2024-02-22 09:25:00,2024-02-22 09:55:00,Target Hit,8.05,13
2024-02-23,CIPLA,BUY,1466.25,1474.25,2024-02-23 09:35:00,2024-02-23 10:00:00,Target Hit,8.0,16
2024-02-26,CIPLA,SELL,1461.85,1468.7,2024-02-26 12:45:00,2024-02-26 13:15:00,Stop Loss,-6.85,32
2024-02-27,CIPLA,BUY,1479.55,1474.0,2024-02-27 09:20:00,2024-02-27 12:05:00,Stop Loss,-5.55,3
2024-02-28,CIPLA,SELL,1478.15,1482.8,2024-02-28 09:25:00,2024-02-28 09:35:00,Stop Loss,-4.65,7
2024-02-29,CIPLA,SELL,1454.0,1460.5,2024-02-29 10:15:00,2024-02-29 10:35:00,Stop Loss,-6.5,25
2024-02-29,CIPLA,BUY,1478.3,1472.6,2024-02-29 11:55:00,2024-02-29 12:50:00,Stop Loss,-5.7,33
2024-03-01,CIPLA,SELL,1473.35,1465.35,2024-03-01 09:50:00,2024-03-01 10:40:00,Target Hit,8.0,17
2024-03-02,CIPLA,SELL,1479.3,1484.8,2024-03-02 11:35:00,2024-03-02 11:55:00,Stop Loss,-5.5,18
2024-03-04,CIPLA,BUY,1487.0,1483.05,2024-03-04 09:20:00,2024-03-04 09:25:00,Stop Loss,-3.95,12
2024-03-04,CIPLA,SELL,1479.85,1485.15,2024-03-04 10:15:00,2024-03-04 11:40:00,Stop Loss,-5.3,24
2024-03-05,CIPLA,BUY,1478.1,1473.55,2024-03-05 09:20:00,2024-03-05 09:25:00,Stop Loss,-4.55,13
2024-03-05,CIPLA,SELL,1464.1,1456.25,2024-03-05 10:40:00,2024-03-05 12:15:00,Target Hit,7.85,27
2024-03-06,CIPLA,SELL,1461.0,1466.3,2024-03-06 10:00:00,2024-03-06 10:15:00,Stop Loss,-5.3,27
2024-03-06,CIPLA,BUY,1480.15,1486.9,2024-03-06 14:40:00,2024-03-06 15:15:00,Time Exit,6.75,34
2024-03-07,CIPLA,SELL,1478.7,1486.5,2024-03-07 09:25:00,2024-03-07 10:00:00,Stop Loss,-7.8,11
2024-03-11,CIPLA,BUY,1506.55,1514.35,2024-03-11 09:30:00,2024-03-11 09:40:00,Target Hit,7.8,14
2024-03-12,CIPLA,SELL,1498.4,1490.45,2024-03-12 09:20:00,2024-03-12 09:30:00,Target Hit,7.95,11
2024-03-13,CIPLA,SELL,1452.3,1459.35,2024-03-13 09:20:00,2024-03-13 09:25:00,Stop Loss,-7.05,8
2024-03-13,CIPLA,BUY,1477.95,1473.05,2024-03-13 10:05:00,2024-03-13 10:30:00,Stop Loss,-4.9,28
2024-03-14,CIPLA,BUY,1471.6,1465.4,2024-03-14 09:25:00,2024-03-14 09:50:00,Stop Loss,-6.2,20
2024-03-15,CIPLA,SELL,1483.9,1476.4,2024-03-15 09:40:00,2024-03-15 10:05:00,Target Hit,7.5,19
2024-03-18,CIPLA,BUY,1492.15,1485.55,2024-03-18 10:55:00,2024-03-18 11:10:00,Stop Loss,-6.6,23
2024-03-19,CIPLA,SELL,1472.25,1463.0,2024-03-19 09:20:00,2024-03-19 09:35:00,Target Hit,9.25,5
2024-03-20,CIPLA,SELL,1435.4,1425.4,2024-03-20 09:25:00,2024-03-20 09:40:00,Target Hit,10.0,11
2024-03-21,CIPLA,BUY,1432.4,1439.6,2024-03-21 09:40:00,2024-03-21 10:20:00,Target Hit,7.2,14
2024-03-22,CIPLA,BUY,1470.75,1465.0,2024-03-22 09:20:00,2024-03-22 09:40:00,Stop Loss,-5.75,6
2024-03-26,CIPLA,SELL,1466.8,1471.0,2024-03-26 10:05:00,2024-03-26 11:00:00,Stop Loss,-4.2,19
2024-03-27,CIPLA,SELL,1471.1,1475.0,2024-03-27 09:20:00,2024-03-27 09:25:00,Stop Loss,-3.9,5
2024-03-28,CIPLA,BUY,1481.35,1489.4,2024-03-28 09:50:00,2024-03-28 12:00:00,Target Hit,8.05,16
2024-04-01,CIPLA,SELL,1500.0,1504.95,2024-04-01 09:25:00,2024-04-01 09:35:00,Stop Loss,-4.95,13
2024-01-01,DABUR,SELL,556.55,558.65,2024-01-01 09:20:00,2024-01-01 11:15:00,Stop Loss,-2.1,8
2024-01-01,DABUR,BUY,560.05,558.5,2024-01-01 12:20:00,2024-01-01 15:05:00,Stop Loss,-1.55,26
2024-01-02,DABUR,BUY,560.6,559.05,2024-01-02 09:20:00,2024-01-02 09:35:00,Stop Loss,-1.55,7
2024-01-02,DABUR,SELL,554.0,555.7,2024-01-02 09:55:00,2024-01-02 10:05:00,Stop Loss,-1.7,29
2024-01-03,DABUR,BUY,558.2,562.0,2024-01-03 09:25:00,2024-01-03 10:50:00,Target Hit,3.8,10
2024-01-03,DABUR,SELL,554.65,550.6,2024-01-03 12:55:00,2024-01-03 13:05:00,Target Hit,4.05,34
2024-01-04,DABUR,BUY,560.95,566.75,2024-01-04 10:30:00,2024-01-04 11:45:00,Target Hit,5.8,27
2024-01-05,DABUR,SELL,566.3,568.3,2024-01-05 10:40:00,2024-01-05 11:40:00,Stop Loss,-2.0,25
2024-01-08,DABUR,SELL,563.3,559.3,2024-01-08 09:30:00,2024-01-08 09:45:00,Target Hit,4.0,18
2024-01-09,DABUR,SELL,552.95,554.5,2024-01-09 09:35:00,2024-01-09 10:30:00,Stop Loss,-1.55,16
2024-01-10,DABUR,SELL,546.75,543.8,2024-01-10 10:00:00,2024-01-10 10:40:00,Target Hit,2.95,25
2024-01-11,DABUR,BUY,552.55,555.85,2024-01-11 10:20:00,2024-01-11 10:40:00,Target Hit,3.3,23
2024-01-11,DABUR,SELL,548.55,550.1,2024-01-11 14:10:00,2024-01-11 14:25:00,Stop Loss,-1.55,32
2024-01-12,DABUR,SELL,550.0,549.4,2024-01-12 10:05:00,2024-01-12 15:15:00,Time Exit,0.6,27
2024-01-15,DABUR,SELL,549.1,552.0,2024-01-15 09:40:00,2024-01-15 10:00:00,Stop Loss,-2.9,22
2024-01-15,DABUR,BUY,553.0,553.9,2024-01-15 10:20:00,2024-01-15 15:15:00,Time Exit,0.9,30
2024-01-16,DABUR,BUY,557.1,560.15,2024-01-16 10:10:00,2024-01-16 10:55:00,Target Hit,3.05,22
2024-01-17,DABUR,SELL,551.7,555.45,2024-01-17 09:25:00,2024-01-17 09:30:00,Stop Loss,-3.75,8
2024-01-18,DABUR,SELL,543.1,539.8,2024-01-18 09:20:00,2024-01-18 09:35:00,Target Hit,3.3,4
2024-01-20,DABUR,SELL,541.8,538.25,2024-01-20 09:40:00,2024-01-20 10:05:00,Target Hit,3.55,19
2024-01-23,DABUR,SELL,536.15,532.7,2024-01-23 09:30:00,2024-01-23 11:55:00,Target Hit,3.45,21
2024-01-24,DABUR,BUY,527.1,530.3,2024-01-24 09:20:00,2024-01-24 09:55:00,Target Hit,3.2,8
2024-01-25,DABUR,SELL,532.7,529.3,2024-01-25 09:50:00,2024-01-25 10:55:00,Target Hit,3.4,15
2024-01-29,DABUR,BUY,532.35,535.3,2024-01-29 09:20:00,2024-01-29 09:30:00,Target Hit,2.95,7
2024-01-30,DABUR,BUY,537.0,535.35,2024-01-30 10:10:00,2024-01-30 10:40:00,Stop Loss,-1.65,20
2024-01-31,DABUR,BUY,537.05,535.6,2024-01-31 09:20:00,2024-01-31 09:35:00,Stop Loss,-1.45,9
2024-02-01,DABUR,BUY,564.3,562.6,2024-02-01 09:20:00,2024-02-01 09:30:00,Stop Loss,-1.7,9
2024-02-02,DABUR,SELL,551.0,548.05,2024-02-02 09:50:00,2024-02-02 10:25:00,Target Hit,2.95,16
2024-02-05,DABUR,SELL,539.35,536.5,2024-02-05 10:15:00,2024-02-05 14:30:00,Target Hit,2.85,23
2024-02-06,DABUR,BUY,536.95,535.35,2024-02-06 09:20:00,2024-02-06 09:25:00,Stop Loss,-1.6,6
2024-02-06,DABUR,SELL,531.65,533.0,2024-02-06 14:25:00,2024-02-06 15:05:00,Stop Loss,-1.35,34
2024-02-07,DABUR,SELL,532.5,534.55,2024-02-07 09:25:00,2024-02-07 10:40:00,Stop Loss,-2.05,17
2024-02-07,DABUR,BUY,536.05,534.45,2024-02-07 11:20:00,2024-02-07 11:35:00,Stop Loss,-1.6,34
2024-02-08,DABUR,SELL,536.0,538.1,2024-02-08 09:50:00,2024-02-08 10:00:00,Stop Loss,-2.1,26
2024-02-09,DABUR,SELL,533.0,535.0,2024-02-09 09:45:00,2024-02-09 10:20:00,Stop Loss,-2.0,23
2024-02-09,DABUR,BUY,536.85,539.85,2024-02-09 11:45:00,2024-02-09 15:00:00,Target Hit,3.0,32
2024-02-12,DABUR,BUY,540.8,537.9,2024-02-12 09:20:00,2024-02-12 13:00:00,Stop Loss,-2.9,7
2024-02-12,DABUR,SELL,536.9,535.95,2024-02-12 15:05:00,2024-02-12 15:15:00,Time Exit,0.95,35
2024-02-13,DABUR,SELL,533.3,534.7,2024-02-13 09:25:00,2024-02-13 10:00:00,Stop Loss,-1.4,20
2024-02-13,DABUR,BUY,536.8,539.55,2024-02-13 10:10:00,2024-02-13 15:05:00,Target Hit,2.75,31
2024-02-14,DABUR,BUY,537.75,541.05,2024-02-14 10:10:00,2024-02-14 12:15:00,Target Hit,3.3,21
2024-02-15,DABUR,SELL,542.6,544.0,2024-02-15 09:35:00,2024-02-15 13:55:00,Stop Loss,-1.4,15
2024-02-16,DABUR,SELL,544.1,541.3,2024-02-16 11:15:00,2024-02-16 14:15:00,Target Hit,2.8,23
2024-02-19,DABUR,BUY,546.45,544.9,2024-02-19 09:35:00,2024-02-19 09:45:00,Stop Loss,-1.55,17
2024-02-19,DABUR,SELL,543.15,544.85,2024-02-19 10:25:00,2024-02-19 11:45:00,Stop Loss,-1.7,24
2024-02-20,DABUR,SELL,546.5,543.65,2024-02-20 09:35:00,2024-02-20 13:50:00,Target Hit,2.85,19
2024-02-21,DABUR,SELL,546.5,548.75,2024-02-21 10:25:00,2024-02-21 12:15:00,Stop Loss,-2.25,28
2024-02-22,DABUR,SELL,540.6,542.45,2024-02-22 09:25:00,2024-02-22 09:40:00,Stop Loss,-1.85,14
2024-02-23,DABUR,SELL,541.5,538.65,2024-02-23 10:25:00,2024-02-23 11:45:00,Target Hit,2.85,25
2024-02-26,DABUR,SELL,533.2,529.95,2024-02-26 10:40:00,2024-02-26 15:00:00,Target Hit,3.25,27
2024-02-27,DABUR,BUY,530.05,533.0,2024-02-27 09:25:00,2024-02-27 09:55:00,Target Hit,2.95,9
2024-02-28,DABUR,BUY,540.95,538.9,2024-02-28 14:25:00,2024-02-28 14:40:00,Stop Loss,-2.05,34
2024-02-29,DABUR,SELL,534.1,535.5,2024-02-29 09:50:00,2024-02-29 11:30:00,Stop Loss,-1.4,19
2024-02-29,DABUR,BUY,539.0,537.05,2024-02-29 15:00:00,2024-02-29 15:05:00,Stop Loss,-1.95,40
2024-03-02,DABUR,SELL,538.95,540.75,2024-03-02 09:20:00,2024-03-02 11:35:00,Stop Loss,-1.8,9
2024-03-04,DABUR,SELL,536.2,538.8,2024-03-04 09:25:00,2024-03-04 10:35:00,Stop Loss,-2.6,20
2024-03-06,DABUR,SELL,532.5,534.2,2024-03-06 09:20:00,2024-03-06 09:25:00,Stop Loss,-1.7,6
2024-03-07,DABUR,BUY,533.6,531.2,2024-03-07 09:25:00,2024-03-07 09:40:00,Stop Loss,-2.4,12
2024-03-11,DABUR,BUY,537.65,536.1,2024-03-11 10:25:00,2024-03-11 10:45:00,Stop Loss,-1.55,26
2024-03-11,DABUR,SELL,533.75,533.25,2024-03-11 15:05:00,2024-03-11 15:15:00,Time Exit,0.5,37
2024-03-12,DABUR,SELL,528.85,530.25,2024-03-12 09:55:00,2024-03-12 10:15:00,Stop Loss,-1.4,27
2024-03-13,DABUR,SELL,527.75,525.05,2024-03-13 09:40:00,2024-03-13 10:00:00,Target Hit,2.7,23
2024-03-14,DABUR,BUY,522.35,526.1,2024-03-14 09:20:00,2024-03-14 10:00:00,Target Hit,3.75,13
2024-03-15,DABUR,BUY,530.05,528.05,2024-03-15 09:25:00,2024-03-15 09:30:00,Stop Loss,-2.0,10
2024-03-15,DABUR,SELL,526.0,527.75,2024-03-15 10:30:00,2024-03-15 11:45:00,Stop Loss,-1.75,30
2024-03-18,DABUR,SELL,522.9,524.3,2024-03-18 09:40:00,2024-03-18 13:10:00,Stop Loss,-1.4,17
2024-03-19,DABUR,SELL,518.95,520.25,2024-03-19 09:50:00,2024-03-19 12:25:00,Stop Loss,-1.3,21
2024-03-20,DABUR,BUY,520.1,518.5,2024-03-20 09:25:00,2024-03-20 09:30:00,Stop Loss,-1.6,12
2024-03-20,DABUR,SELL,516.95,513.0,2024-03-20 10:10:00,2024-03-20 10:45:00,Target Hit,3.95,25
2024-03-21,DABUR,BUY,523.2,523.95,2024-03-21 10:50:00,2024-03-21 15:15:00,Time Exit,0.75,22
2024-03-22,DABUR,SELL,522.55,519.6,2024-03-22 09:25:00,2024-03-22 13:35:00,Target Hit,2.95,12
2024-03-26,DABUR,BUY,520.2,518.75,2024-03-26 09:45:00,2024-03-26 10:20:00,Stop Loss,-1.45,16
2024-03-27,DABUR,SELL,521.1,521.65,2024-03-27 09:50:00,2024-03-27 15:15:00,Time Exit,-0.55,17
2024-03-28,DABUR,SELL,518.75,520.05,2024-03-28 10:00:00,2024-03-28 11:00:00,Stop Loss,-1.3,19
2024-03-28,DABUR,BUY,522.7,525.4,2024-03-28 13:00:00,2024-03-28 14:30:00,Target Hit,2.7,32
2024-04-01,DABUR,BUY,530.05,528.5,2024-04-01 09:20:00,2024-04-01 09:30:00,Stop Loss,-1.55,10
2024-01-02,DRREDDY,BUY,1176.45,1183.1,2024-01-02 09:20:00,2024-01-02 09:25:00,Target Hit,6.65,8
2024-01-03,DRREDDY,BUY,1186.4,1193.45,2024-01-03 09:40:00,2024-01-03 09:50:00,Target Hit,7.05,22
2024-01-04,DRREDDY,SELL,1176.0,1180.55,2024-01-04 09:55:00,2024-01-04 10:15:00,Stop Loss,-4.55,24
2024-01-05,DRREDDY,SELL,1168.45,1171.4,2024-01-05 09:50:00,2024-01-05 13:25:00,Stop Loss,-2.95,18
2024-01-08,DRREDDY,SELL,1166.55,1160.5,2024-01-08 09:30:00,2024-01-08 09:45:00,Target Hit,6.05,19
2024-01-09,DRREDDY,SELL,1154.95,1158.85,2024-01-09 09:35:00,2024-01-09 11:05:00,Stop Loss,-3.9,17
2024-01-10,DRREDDY,SELL,1144.2,1147.7,2024-01-10 09:25:00,2024-01-10 09:35:00,Stop Loss,-3.5,22
2024-01-11,DRREDDY,SELL,1131.75,1135.8,2024-01-11 09:45:00,2024-01-11 09:55:00,Stop Loss,-4.05,19
2024-01-12,DRREDDY,SELL,1133.85,1137.55,2024-01-12 09:20:00,2024-01-12 14:20:00,Stop Loss,-3.7,7
2024-01-15,DRREDDY,BUY,1150.65,1157.0,2024-01-15 10:50:00,2024-01-15 11:35:00,Target Hit,6.35,31
2024-01-16,DRREDDY,SELL,1150.85,1143.7,2024-01-16 09:30:00,2024-01-16 13:30:00,Target Hit,7.15,14
2024-01-18,DRREDDY,SELL,1113.1,1105.0,2024-01-18 09:35:00,2024-01-18 09:50:00,Target Hit,8.1,23
2024-01-18,DRREDDY,BUY,1130.4,1127.05,2024-01-18 12:15:00,2024-01-18 12:30:00,Stop Loss,-3.35,35
2024-01-19,DRREDDY,BUY,1142.0,1135.8,2024-01-19 09:20:00,2024-01-19 09:25:00,Stop Loss,-6.2,5
2024-01-19,DRREDDY,SELL,1133.2,1126.5,2024-01-19 09:30:00,2024-01-19 11:50:00,Target Hit,6.7,15
2024-01-20,DRREDDY,SELL,1129.5,1134.9,2024-01-20 09:45:00,2024-01-20 11:10:00,Stop Loss,-5.4,21
2024-01-23,DRREDDY,BUY,1134.8,1144.55,2024-01-23 09:20:00,2024-01-23 09:35:00,Target Hit,9.75,13
2024-01-24,DRREDDY,BUY,1147.85,1154.6,2024-01-24 09:20:00,2024-01-24 09:40:00,Target Hit,6.75,9
2024-01-25,DRREDDY,SELL,1175.2,1180.8,2024-01-25 09:20:00,2024-01-25 09:45:00,Stop Loss,-5.6,5
2024-01-25,DRREDDY,BUY,1183.0,1179.6,2024-01-25 10:40:00,2024-01-25 10:50:00,Stop Loss,-3.4,25
2024-01-29,DRREDDY,SELL,1148.65,1152.25,2024-01-29 10:15:00,2024-01-29 10:20:00,Stop Loss,-3.6,23
2024-01-29,DRREDDY,BUY,1160.55,1156.85,2024-01-29 10:50:00,2024-01-29 11:20:00,Stop Loss,-3.7,26
2024-01-30,DRREDDY,SELL,1173.8,1177.9,2024-01-30 09:20:00,2024-01-30 09:40:00,Stop Loss,-4.1,8
2024-01-31,DRREDDY,BUY,1197.1,1205.55,2024-01-31 10:10:00,2024-01-31 10:20:00,Target Hit,8.45,26
2024-02-01,DRREDDY,BUY,1227.8,1222.25,2024-02-01 09:35:00,2024-02-01 09:45:00,Stop Loss,-5.55,20
2024-02-01,DRREDDY,SELL,1212.0,1204.2,2024-02-01 10:10:00,2024-02-01 10:25:00,Target Hit,7.8,26
2024-02-02,DRREDDY,SELL,1201.0,1204.8,2024-02-02 10:35:00,2024-02-02 11:00:00,Stop Loss,-3.8,25
2024-02-02,DRREDDY,BUY,1210.0,1206.4,2024-02-02 11:20:00,2024-02-02 14:50:00,Stop Loss,-3.6,27
2024-02-05,DRREDDY,BUY,1215.6,1223.2,2024-02-05 09:20:00,2024-02-05 09:35:00,Target Hit,7.6,6
2024-02-06,DRREDDY,BUY,1235.45,1230.3,2024-02-06 09:25:00,2024-02-06 09:35:00,Stop Loss,-5.15,10
2024-02-07,DRREDDY,BUY,1237.65,1232.25,2024-02-07 09:20:00,2024-02-07 09:25:00,Stop Loss,-5.4,8
2024-02-07,DRREDDY,SELL,1228.2,1232.8,2024-02-07 10:20:00,2024-02-07 10:25:00,Stop Loss,-4.6,28
2024-02-08,DRREDDY,SELL,1233.2,1226.8,2024-02-08 09:45:00,2024-02-08 11:05:00,Target Hit,6.4,25
2024-02-09,DRREDDY,BUY,1235.9,1232.4,2024-02-09 09:20:00,2024-02-09 09:25:00,Stop Loss,-3.5,6
2024-02-09,DRREDDY,SELL,1223.55,1226.95,2024-02-09 11:00:00,2024-02-09 12:00:00,Stop Loss,-3.4,31
2024-02-12,DRREDDY,BUY,1268.0,1274.4,2024-02-12 13:30:00,2024-02-12 13:45:00,Target Hit,6.4,34
2024-02-13,DRREDDY,BUY,1273.8,1270.2,2024-02-13 09:20:00,2024-02-13 10:25:00,Stop Loss,-3.6,8
2024-02-14,DRREDDY,SELL,1248.5,1242.1,2024-02-14 09:30:00,2024-02-14 11:05:00,Target Hit,6.4,12
2024-02-15,DRREDDY,SELL,1247.95,1251.2,2024-02-15 09:55:00,2024-02-15 12:35:00,Stop Loss,-3.25,21
2024-02-16,DRREDDY,BUY,1256.2,1265.6,2024-02-16 09:35:00,2024-02-16 10:20:00,Target Hit,9.4,15
2024-02-20,DRREDDY,SELL,1283.8,1277.3,2024-02-20 09:30:00,2024-02-20 09:50:00,Target Hit,6.5,16
2024-02-21,DRREDDY,SELL,1270.3,1274.45,2024-02-21 11:20:00,2024-02-21 12:15:00,Stop Loss,-4.15,30
2024-02-22,DRREDDY,SELL,1250.1,1255.75,2024-02-22 09:35:00,2024-02-22 09:40:00,Stop Loss,-5.65,22
2024-02-23,DRREDDY,BUY,1283.95,1296.4,2024-02-23 09:35:00,2024-02-23 10:00:00,Target Hit,12.45,17
2024-02-26,DRREDDY,SELL,1288.35,1281.1,2024-02-26 09:55:00,2024-02-26 12:05:00,Target Hit,7.25,23
2024-02-27,DRREDDY,BUY,1287.95,1284.5,2024-02-27 09:25:00,2024-02-27 09:45:00,Stop Loss,-3.45,10
2024-02-28,DRREDDY,BUY,1300.0,1295.0,2024-02-28 09:40:00,2024-02-28 09:45:00,Stop Loss,-5.0,14
2024-02-28,DRREDDY,SELL,1286.3,1279.55,2024-02-28 09:55:00,2024-02-28 13:05:00,Target Hit,6.75,19
2024-02-29,DRREDDY,SELL,1273.25,1276.8,2024-02-29 09:20:00,2024-02-29 09:25:00,Stop Loss,-3.55,7
2024-02-29,DRREDDY,BUY,1286.45,1281.75,2024-02-29 09:35:00,2024-02-29 09:40:00,Stop Loss,-4.7,18
2024-03-01,DRREDDY,SELL,1280.7,1285.5,2024-03-01 09:50:00,2024-03-01 11:50:00,Stop Loss,-4.8,18
2024-03-01,DRREDDY,BUY,1293.65,1290.35,2024-03-01 13:30:00,2024-03-01 13:55:00,Stop Loss,-3.3,31
2024-03-04,DRREDDY,BUY,1261.6,1269.3,2024-03-04 09:20:00,2024-03-04 09:25:00,Target Hit,7.7,13
2024-03-05,DRREDDY,BUY,1268.45,1265.1,2024-03-05 09:20:00,2024-03-05 09:35:00,Stop Loss,-3.35,14
2024-03-05,DRREDDY,SELL,1256.85,1250.5,2024-03-05 10:40:00,2024-03-05 11:05:00,Target Hit,6.35,28
2024-03-06,DRREDDY,SELL,1249.65,1253.2,2024-03-06 09:20:00,2024-03-06 09:30:00,Stop Loss,-3.55,7
2024-03-07,DRREDDY,BUY,1272.0,1268.4,2024-03-07 10:30:00,2024-03-07 10:45:00,Stop Loss,-3.6,21
2024-03-11,DRREDDY,SELL,1264.5,1270.95,2024-03-11 09:20:00,2024-03-11 09:25:00,Stop Loss,-6.45,10
2024-03-11,DRREDDY,BUY,1280.7,1276.2,2024-03-11 11:25:00,2024-03-11 11:55:00,Stop Loss,-4.5,29
2024-03-12,DRREDDY,SELL,1276.45,1268.5,2024-03-12 09:30:00,2024-03-12 10:10:00,Target Hit,7.95,22
2024-03-13,DRREDDY,SELL,1258.0,1261.8,2024-03-13 09:20:00,2024-03-13 09:30:00,Stop Loss,-3.8,9
2024-03-14,DRREDDY,BUY,1259.15,1255.5,2024-03-14 10:00:00,2024-03-14 10:20:00,Stop Loss,-3.65,27
2024-03-15,DRREDDY,SELL,1251.0,1244.55,2024-03-15 09:50:00,2024-03-15 10:20:00,Target Hit,6.45,22
2024-03-18,DRREDDY,BUY,1263.4,1270.35,2024-03-18 09:40:00,2024-03-18 11:20:00,Target Hit,6.95,18
